Y (cm),Measured
4.55,7.43E-01
4.5,7.89E-01
4.45,8.32E-01
4.4,8.65E-01
4.35,8.95E-01
4.3,9.16E-01
4.25,9.26E-01
4.2,9.39E-01
4.15,9.50E-01
4.1,9.54E-01
4.05,9.61E-01
4,9.65E-01
3.95,9.72E-01
3.9,9.76E-01
3.85,9.79E-01
3.8,9.80E-01
3.75,9.82E-01
3.7,9.85E-01
3.65,9.86E-01
3.6,9.87E-01
3.55,9.89E-01
3.5,9.91E-01
3.45,9.92E-01
3.4,9.92E-01
3.35,9.92E-01
3.3,9.94E-01
3.25,9.95E-01
3.2,9.95E-01
3.15,9.95E-01
3.1,9.95E-01
3.05,9.95E-01
3,9.96E-01
2.95,9.96E-01
2.9,9.97E-01
2.85,9.97E-01
2.8,9.98E-01
2.75,9.98E-01
2.7,9.98E-01
2.65,9.98E-01
2.6,9.98E-01
2.55,9.98E-01
2.5,9.98E-01
2.45,9.98E-01
2.4,9.97E-01
2.35,9.97E-01
2.3,9.97E-01
2.25,9.97E-01
2.2,9.97E-01
2.15,9.97E-01
2.1,9.97E-01
2.05,9.96E-01
2,9.96E-01
1.95,9.97E-01
1.9,9.97E-01
1.85,9.97E-01
1.8,9.97E-01
1.75,9.97E-01
1.7,9.97E-01
1.65,9.97E-01
1.6,9.97E-01
1.55,9.97E-01
1.5,9.97E-01
1.45,9.97E-01
1.4,9.97E-01
1.35,9.97E-01
1.3,9.97E-01
1.25,9.96E-01
1.2,9.96E-01
1.15,9.96E-01
1.1,9.95E-01
1.05,9.95E-01
1,9.94E-01
0.95,9.94E-01
0.9,9.94E-01
0.85,9.94E-01
0.8,9.94E-01
0.75,9.94E-01
0.7,9.94E-01
0.65,9.94E-01
0.6,9.94E-01
0.55,9.94E-01
0.5,9.93E-01
0.45,9.93E-01
0.4,9.93E-01
0.35,9.93E-01
0.3,9.94E-01
0.25,9.94E-01
0.2,9.93E-01
0.15,9.93E-01
0.1,9.93E-01
0.05,9.93E-01
0,9.92E-01
-0.05,9.93E-01
-0.1,9.93E-01
-0.15,9.93E-01
-0.2,9.93E-01
-0.25,9.93E-01
-0.3,9.93E-01
-0.35,9.94E-01
-0.4,9.94E-01
-0.45,9.94E-01
-0.5,9.94E-01
-0.55,9.95E-01
-0.6,9.95E-01
-0.65,9.95E-01
-0.7,9.94E-01
-0.75,9.95E-01
-0.8,9.94E-01
-0.85,9.95E-01
-0.9,9.95E-01
-0.95,9.95E-01
-1,9.95E-01
-1.05,9.95E-01
-1.1,9.95E-01
-1.15,9.95E-01
-1.2,9.95E-01
-1.25,9.96E-01
-1.3,9.96E-01
-1.35,9.95E-01
-1.4,9.96E-01
-1.45,9.96E-01
-1.5,9.96E-01
-1.55,9.96E-01
-1.6,9.96E-01
-1.65,9.96E-01
-1.7,9.96E-01
-1.75,9.97E-01
-1.8,9.97E-01
-1.85,9.98E-01
-1.9,9.98E-01
-1.95,9.98E-01
-2,9.99E-01
-2.05,1.00E+00
-2.1,1.00E+00
-2.15,1.00E+00
-2.2,1.00E+00
-2.25,1.00E+00
-2.3,1.00E+00
-2.35,1.00E+00
-2.4,9.99E-01
-2.45,1.00E+00
-2.5,9.99E-01
-2.55,1.00E+00
-2.6,1.00E+00
-2.65,1.00E+00
-2.7,1.00E+00
-2.75,1.00E+00
-2.8,1.00E+00
-2.85,9.99E-01
-2.9,9.99E-01
-2.95,9.98E-01
-3,9.98E-01
-3.05,9.97E-01
-3.1,9.97E-01
-3.15,9.96E-01
-3.2,9.95E-01
-3.25,9.95E-01
-3.3,9.94E-01
-3.35,9.93E-01
-3.4,9.93E-01
-3.45,9.93E-01
-3.5,9.91E-01
-3.55,9.88E-01
-3.6,9.86E-01
-3.65,9.85E-01
-3.7,9.83E-01
-3.75,9.81E-01
-3.8,9.77E-01
-3.85,9.76E-01
-3.9,9.75E-01
-3.95,9.71E-01
-4,9.65E-01
-4.05,9.58E-01
-4.1,9.52E-01
-4.15,9.43E-01
-4.2,9.32E-01
-4.25,9.17E-01
-4.3,9.00E-01
-4.35,8.78E-01
-4.4,8.43E-01
-4.45,8.05E-01
-4.5,7.57E-01
-4.55,7.10E-01
-4.6,6.60E-01
-4.65,5.98E-01
-4.7,5.43E-01
-4.75,4.91E-01
-4.8,4.35E-01
-4.85,3.84E-01
-4.9,3.26E-01
-4.95,2.83E-01
-5,2.43E-01
-5.05,2.09E-01
-5.1,1.79E-01
-5.15,1.61E-01
-5.2,1.45E-01
-5.25,1.32E-01
-5.3,1.20E-01
-5.35,1.11E-01
-5.4,1.04E-01
-5.45,9.77E-02
-5.5,9.14E-02
-5.55,8.65E-02
-5.6,8.25E-02
-5.65,7.87E-02
-5.7,7.58E-02
-5.75,7.30E-02
-5.8,7.01E-02
-5.85,6.86E-02
-5.9,6.57E-02
-5.95,6.32E-02
-6,6.12E-02
-6.05,5.97E-02
-6.1,5.82E-02
-6.15,5.70E-02
-6.2,5.55E-02
-6.25,5.41E-02
-6.3,5.28E-02
-6.35,5.16E-02
-6.4,5.04E-02
-6.45,4.94E-02
-6.5,4.84E-02
-6.55,4.73E-02
-6.6,4.63E-02
-6.65,4.49E-02
-6.7,4.44E-02
-6.75,4.35E-02
-6.8,4.25E-02
-6.85,4.18E-02
-6.9,4.11E-02
-6.95,4.05E-02
-7,3.96E-02
-7.05,3.88E-02
-7.1,3.79E-02
-7.15,3.73E-02
-7.2,3.68E-02
-7.25,3.62E-02
-7.3,3.56E-02
-7.35,3.50E-02
-7.4,3.45E-02
-7.45,3.36E-02
-7.5,3.30E-02
-7.55,3.27E-02
-7.6,3.21E-02
-7.65,3.14E-02
-7.7,3.09E-02
-7.75,3.05E-02
-7.8,2.99E-02
-7.85,2.94E-02
-7.9,2.91E-02
-7.95,2.86E-02
-8,2.82E-02
-8.05,2.79E-02
-8.1,2.74E-02
-8.15,2.70E-02
-8.2,2.67E-02
-8.25,2.60E-02
-8.3,2.58E-02
-8.35,2.51E-02
-8.4,2.49E-02
-8.45,2.45E-02
-8.5,2.41E-02
-8.55,2.37E-02
-8.6,2.36E-02
-8.65,2.33E-02
-8.7,2.27E-02
-8.75,2.25E-02
-8.8,2.22E-02
-8.85,2.20E-02
-8.9,2.18E-02
-8.95,2.17E-02
-9,2.12E-02
-9.05,2.07E-02
-9.1,2.05E-02
-9.15,2.02E-02
-9.2,2.01E-02
-9.25,1.99E-02
-9.3,1.96E-02
-9.35,1.94E-02
-9.4,1.92E-02
-9.45,1.91E-02
-9.5,1.87E-02
-9.55,1.86E-02
-9.6,1.84E-02
-9.65,1.82E-02
-9.7,1.81E-02
-9.75,1.77E-02
-9.8,1.74E-02
-9.85,1.73E-02
-9.9,1.70E-02
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
